CD_REFNIS,STAD,TX_MUNTY_DESCR_FR,NAAM,AANTAL
11001,Aartselaar,Aartselaar,Louis,9
11001,Aartselaar,Aartselaar,Jules,8
11001,Aartselaar,Aartselaar,Vince,8
11001,Aartselaar,Aartselaar,Arthur,7
11001,Aartselaar,Aartselaar,Finn,7
11001,Aartselaar,Aartselaar,Jack,6
11001,Aartselaar,Aartselaar,Kobe,6
11001,Aartselaar,Aartselaar,Lars,6
11001,Aartselaar,Aartselaar,Maxim,6
11001,Aartselaar,Aartselaar,Nathan,6
11001,Aartselaar,Aartselaar,Seppe,6
11001,Aartselaar,Aartselaar,Wout,6
11001,Aartselaar,Aartselaar,Alexander,5
11001,Aartselaar,Aartselaar,Gilles,5
11001,Aartselaar,Aartselaar,Leon,5
11001,Aartselaar,Aartselaar,Liam,5
11001,Aartselaar,Aartselaar,Lucas,5
11001,Aartselaar,Aartselaar,Lukas,5
11001,Aartselaar,Aartselaar,Noah,5
11001,Aartselaar,Aartselaar,Senne,5
11001,Aartselaar,Aartselaar,Siebe,5
11001,Aartselaar,Aartselaar,Simon,5
11002,Antwerpen,Anvers,Mohamed,860
11002,Antwerpen,Anvers,Adam,657
11002,Antwerpen,Anvers,Rayan,403
11002,Antwerpen,Anvers,Mohammed,320
11002,Antwerpen,Anvers,Imran,269
11002,Antwerpen,Anvers,Hamza,240
11002,Antwerpen,Anvers,Noah,234
11002,Antwerpen,Anvers,David,221
11002,Antwerpen,Anvers,Youssef,219
11002,Antwerpen,Anvers,Alexander,208
11002,Antwerpen,Anvers,Ayoub,207
11002,Antwerpen,Anvers,Liam,200
11002,Antwerpen,Anvers,Younes,196
11002,Antwerpen,Anvers,Ilyas,178
11002,Antwerpen,Anvers,Ali,175
11002,Antwerpen,Anvers,Ibrahim,174
11002,Antwerpen,Anvers,Anas,171
11002,Antwerpen,Anvers,Amir,166
11002,Antwerpen,Anvers,Louis,163
11002,Antwerpen,Anvers,Lucas,161
11002,Antwerpen,Anvers,Jack,160
11002,Antwerpen,Anvers,Muhammed,158
11002,Antwerpen,Anvers,Bilal,157
11002,Antwerpen,Anvers,Jules,154
11002,Antwerpen,Anvers,Ayman,149
11002,Antwerpen,Anvers,Arthur,148
11002,Antwerpen,Anvers,Victor,146
11002,Antwerpen,Anvers,Zakaria,144
11002,Antwerpen,Anvers,Leon,139
11002,Antwerpen,Anvers,Amin,132
11002,Antwerpen,Anvers,Benjamin,131
11002,Antwerpen,Anvers,Felix,129
11002,Antwerpen,Anvers,Milan,129
11002,Antwerpen,Anvers,Thomas,127
11002,Antwerpen,Anvers,Finn,125
11002,Antwerpen,Anvers,Stan,124
11002,Antwerpen,Anvers,Elias,123
11002,Antwerpen,Anvers,Nathan,122
11002,Antwerpen,Anvers,Ahmed,119
11002,Antwerpen,Anvers,Omar,118
11002,Antwerpen,Anvers,Vince,118
11002,Antwerpen,Anvers,Oscar,113
11002,Antwerpen,Anvers,Ilias,111
11002,Antwerpen,Anvers,Yassin,110
11002,Antwerpen,Anvers,Mats,108
11002,Antwerpen,Anvers,Matteo,108
11002,Antwerpen,Anvers,Daniel,107
11002,Antwerpen,Anvers,Kobe,105
11002,Antwerpen,Anvers,Yusuf,105
11002,Antwerpen,Anvers,Sami,104
11002,Antwerpen,Anvers,Alex,103
11002,Antwerpen,Anvers,Simon,103
11002,Antwerpen,Anvers,Daan,102
11002,Antwerpen,Anvers,Samuel,102
11002,Antwerpen,Anvers,Lewis,93
11002,Antwerpen,Anvers,Jayden,92
11002,Antwerpen,Anvers,Mathis,92
11002,Antwerpen,Anvers,Lars,91
11002,Antwerpen,Anvers,Ruben,90
11002,Antwerpen,Anvers,Viktor,86
11002,Antwerpen,Anvers,Maher,85
11002,Antwerpen,Anvers,Senne,84
11002,Antwerpen,Anvers,Mauro,83
11002,Antwerpen,Anvers,Seppe,83
11002,Antwerpen,Anvers,Yassir,83
11002,Antwerpen,Anvers,Zayd,82
11002,Antwerpen,Anvers,Lou,81
11002,Antwerpen,Anvers,Haroun,80
11002,Antwerpen,Anvers,Jasper,80
11002,Antwerpen,Anvers,Jacob,79
11002,Antwerpen,Anvers,Emir,78
11002,Antwerpen,Anvers,Gabriel,77
11002,Antwerpen,Anvers,Sam,75
11002,Antwerpen,Anvers,Anouar,74
11002,Antwerpen,Anvers,Ismail,74
11002,Antwerpen,Anvers,Axel,73
11002,Antwerpen,Anvers,Ferre,72
11002,Antwerpen,Anvers,Max,72
11002,Antwerpen,Anvers,Lex,71
11002,Antwerpen,Anvers,Michael,71
11002,Antwerpen,Anvers,Xander,71
11002,Antwerpen,Anvers,Yanis,70
11002,Antwerpen,Anvers,Amine,69
11002,Antwerpen,Anvers,Jonas,69
11002,Antwerpen,Anvers,Maurice,69
11002,Antwerpen,Anvers,Nassim,69
11002,Antwerpen,Anvers,Bas,68
11002,Antwerpen,Anvers,Marcel,68
11002,Antwerpen,Anvers,Vic,68
11002,Antwerpen,Anvers,Olivier,66
11002,Antwerpen,Anvers,Luca,65
11002,Antwerpen,Anvers,Maxim,65
11002,Antwerpen,Anvers,Moshe,65
11002,Antwerpen,Anvers,Nicolas,64
11002,Antwerpen,Anvers,Robbe,64
11002,Antwerpen,Anvers,Tenzin,64
11002,Antwerpen,Anvers,Yassine,64
11002,Antwerpen,Anvers,Walid,63
11002,Antwerpen,Anvers,William,63
11002,Antwerpen,Anvers,Achraf,62
11002,Antwerpen,Anvers,Julian,62
11002,Antwerpen,Anvers,Moussa,62
11002,Antwerpen,Anvers,Wannes,62
11002,Antwerpen,Anvers,Wassim,62
11002,Antwerpen,Anvers,Wout,62
11002,Antwerpen,Anvers,Akram,61
11002,Antwerpen,Anvers,Ryan,61
11002,Antwerpen,Anvers,Matthias,60
11002,Antwerpen,Anvers,Quinten,60
11002,Antwerpen,Anvers,Aaron,59
11002,Antwerpen,Anvers,Isaac,59
11002,Antwerpen,Anvers,Tuur,59
11002,Antwerpen,Anvers,Kasper,58
11002,Antwerpen,Anvers,Lukas,58
11002,Antwerpen,Anvers,Muhammad,58
11002,Antwerpen,Anvers,Safouan,58
11002,Antwerpen,Anvers,Safwan,58
11002,Antwerpen,Anvers,Sebastian,58
11002,Antwerpen,Anvers,Enes,57
11002,Antwerpen,Anvers,Jef,57
11002,Antwerpen,Anvers,Jonathan,57
11002,Antwerpen,Anvers,Reda,57
11002,Antwerpen,Anvers,Cas,56
11002,Antwerpen,Anvers,Eli,56
11002,Antwerpen,Anvers,Warre,56
11002,Antwerpen,Anvers,Emile,55
11002,Antwerpen,Anvers,Vincent,55
11002,Antwerpen,Anvers,Arno,54
11002,Antwerpen,Anvers,Chaim,54
11002,Antwerpen,Anvers,Mohammad,54
11002,Antwerpen,Anvers,Mustafa,54
11002,Antwerpen,Anvers,Rik,54
11002,Antwerpen,Anvers,Joshua,53
11002,Antwerpen,Anvers,Mehmet,53
11002,Antwerpen,Anvers,Oliver,53
11002,Antwerpen,Anvers,Abdullah,52
11002,Antwerpen,Anvers,Imrane,52
11002,Antwerpen,Anvers,Yasser,52
11002,Antwerpen,Anvers,Emiel,50
11002,Antwerpen,Anvers,Otis,50
11002,Antwerpen,Anvers,Badr,49
11002,Antwerpen,Anvers,Lander,49
11002,Antwerpen,Anvers,Yahya,49
11002,Antwerpen,Anvers,Tristan,48
11002,Antwerpen,Anvers,Zaid,48
11002,Antwerpen,Anvers,Casper,47
11002,Antwerpen,Anvers,Filip,47
11002,Antwerpen,Anvers,Jason,47
11002,Antwerpen,Anvers,Marouan,47
11002,Antwerpen,Anvers,Oskar,47
11002,Antwerpen,Anvers,Arda,46
11002,Antwerpen,Anvers,Marwan,46
11002,Antwerpen,Anvers,Boris,45
11002,Antwerpen,Anvers,Imraan,45
11002,Antwerpen,Anvers,Rafael,45
11002,Antwerpen,Anvers,Emmanuel,44
11002,Antwerpen,Anvers,Henri,44
11002,Antwerpen,Anvers,Isa,44
11002,Antwerpen,Anvers,Mathias,44
11002,Antwerpen,Anvers,Mehdi,44
11002,Antwerpen,Anvers,Sander,44
11002,Antwerpen,Anvers,Arne,43
11002,Antwerpen,Anvers,Lowie,43
11002,Antwerpen,Anvers,Yasin,43
11002,Antwerpen,Anvers,Julien,42
11002,Antwerpen,Anvers,Mateo,42
11002,Antwerpen,Anvers,Wolf,42
11002,Antwerpen,Anvers,Ian,41
11002,Antwerpen,Anvers,Issam,41
11002,Antwerpen,Anvers,Luka,41
11002,Antwerpen,Anvers,Anwar,40
11002,Antwerpen,Anvers,Emil,40
11002,Antwerpen,Anvers,Levi,40
11002,Antwerpen,Anvers,Maxime,40
11002,Antwerpen,Anvers,Rune,40
11002,Antwerpen,Anvers,Ömer,40
11002,Antwerpen,Anvers,Abdul,39
11002,Antwerpen,Anvers,Kamiel,39
11002,Antwerpen,Anvers,Lenn,38
11002,Antwerpen,Anvers,Niels,38
11002,Antwerpen,Anvers,Seth,38
11002,Antwerpen,Anvers,Shimon,38
11002,Antwerpen,Anvers,Soufiane,38
11002,Antwerpen,Anvers,Theo,38
11002,Antwerpen,Anvers,Aiden,37
11002,Antwerpen,Anvers,Andreas,37
11002,Antwerpen,Anvers,Aron,37
11002,Antwerpen,Anvers,Otto,37
11002,Antwerpen,Anvers,Abraham,36
11002,Antwerpen,Anvers,Ben,36
11002,Antwerpen,Anvers,Dries,36
11002,Antwerpen,Anvers,Hassan,36
11002,Antwerpen,Anvers,Ishaq,36
11002,Antwerpen,Anvers,Jan,36
11002,Antwerpen,Anvers,Kevin,36
11002,Antwerpen,Anvers,Matthew,36
11002,Antwerpen,Anvers,Siebe,36
11002,Antwerpen,Anvers,Alan,35
11002,Antwerpen,Anvers,Anis,35
11002,Antwerpen,Anvers,Dylan,35
11002,Antwerpen,Anvers,Ensar,35
11002,Antwerpen,Anvers,Ethan,35
11002,Antwerpen,Anvers,Jens,35
11002,Antwerpen,Anvers,Mahir,35
11002,Antwerpen,Anvers,Roman,35
11002,Antwerpen,Anvers,Soufian,35
11002,Antwerpen,Anvers,Axl,34
11002,Antwerpen,Anvers,Berat,34
11002,Antwerpen,Anvers,Dov,34
11002,Antwerpen,Anvers,Joseph,34
11002,Antwerpen,Anvers,Adnan,33
11002,Antwerpen,Anvers,Ahmet,33
11002,Antwerpen,Anvers,Benyamin,33
11002,Antwerpen,Anvers,Flor,33
11002,Antwerpen,Anvers,Floris,33
11002,Antwerpen,Anvers,Gabriël,33
11002,Antwerpen,Anvers,Léon,33
11002,Antwerpen,Anvers,Tibo,33
11002,Antwerpen,Anvers,Anass,32
11002,Antwerpen,Anvers,Jesse,32
11002,Antwerpen,Anvers,Kerem,32
11002,Antwerpen,Anvers,Mert,32
11002,Antwerpen,Anvers,Nand,32
11002,Antwerpen,Anvers,Bryan,31
11002,Antwerpen,Anvers,Ismael,31
11002,Antwerpen,Anvers,Ivan,31
11002,Antwerpen,Anvers,Josef,31
11002,Antwerpen,Anvers,Mil,31
11002,Antwerpen,Anvers,Anthony,30
11002,Antwerpen,Anvers,Elliot,30
11002,Antwerpen,Anvers,Gust,30
11002,Antwerpen,Anvers,James,30
11002,Antwerpen,Anvers,Nabil,30
11002,Antwerpen,Anvers,Nadir,30
11002,Antwerpen,Anvers,Jeff,29
11002,Antwerpen,Anvers,Kaan,29
11002,Antwerpen,Anvers,Loïc,29
11002,Antwerpen,Anvers,Mathijs,29
11002,Antwerpen,Anvers,Menachem,29
11002,Antwerpen,Anvers,Morris,29
11002,Antwerpen,Anvers,Nizar,29
11002,Antwerpen,Anvers,Nouh,29
11002,Antwerpen,Anvers,Sem,29
11002,Antwerpen,Anvers,Brent,28
11002,Antwerpen,Anvers,Eymen,28
11002,Antwerpen,Anvers,Hasan,28
11002,Antwerpen,Anvers,Lennert,28
11002,Antwerpen,Anvers,Mathieu,28
11002,Antwerpen,Anvers,Charlie,27
11002,Antwerpen,Anvers,Florian,27
11002,Antwerpen,Anvers,Ishaaq,27
11002,Antwerpen,Anvers,Malik,27
11002,Antwerpen,Anvers,Marouane,27
11002,Antwerpen,Anvers,Milo,27
11002,Antwerpen,Anvers,Moishe,27
11002,Antwerpen,Anvers,Shlomo,27
11002,Antwerpen,Anvers,Stef,27
11002,Antwerpen,Anvers,Taha,27
11002,Antwerpen,Anvers,Ward,27
11002,Antwerpen,Anvers,Alec,26
11002,Antwerpen,Anvers,Denis,26
11002,Antwerpen,Anvers,Israel,26
11002,Antwerpen,Anvers,Leandro,26
11002,Antwerpen,Anvers,Mouad,26
11002,Antwerpen,Anvers,Musa,26
11002,Antwerpen,Anvers,Owen,26
11002,Antwerpen,Anvers,Pinchas,26
11002,Antwerpen,Anvers,Abdellah,25
11002,Antwerpen,Anvers,Bent,25
11002,Antwerpen,Anvers,Chahid,25
11002,Antwerpen,Anvers,Deniz,25
11002,Antwerpen,Anvers,Diego,25
11002,Antwerpen,Anvers,Jakub,25
11002,Antwerpen,Anvers,Jelle,25
11002,Antwerpen,Anvers,Redouan,25
11002,Antwerpen,Anvers,Tibe,25
11002,Antwerpen,Anvers,Willem,25
11002,Antwerpen,Anvers,Zakariya,25
11002,Antwerpen,Anvers,Aymane,24
11002,Antwerpen,Anvers,Dean,24
11002,Antwerpen,Anvers,Harun,24
11002,Antwerpen,Anvers,Issa,24
11002,Antwerpen,Anvers,Kacper,24
11002,Antwerpen,Anvers,Manu,24
11002,Antwerpen,Anvers,Rami,24
11002,Antwerpen,Anvers,Samir,24
11002,Antwerpen,Anvers,Thibo,24
11002,Antwerpen,Anvers,Adil,23
11002,Antwerpen,Anvers,Ari,23
11002,Antwerpen,Anvers,Bob,23
11002,Antwerpen,Anvers,Eren,23
11002,Antwerpen,Anvers,Ishak,23
11002,Antwerpen,Anvers,Jeremy,23
11002,Antwerpen,Anvers,Juul,23
11002,Antwerpen,Anvers,Kyan,23
11002,Antwerpen,Anvers,Mamadou,23
11002,Antwerpen,Anvers,Mattis,23
11002,Antwerpen,Anvers,Mordechai,23
11002,Antwerpen,Anvers,Natan,23
11002,Antwerpen,Anvers,Sabri,23
11002,Antwerpen,Anvers,Salih,23
11002,Antwerpen,Anvers,Salman,23
11002,Antwerpen,Anvers,Sid,23
11002,Antwerpen,Anvers,Abderrahman,22
11002,Antwerpen,Anvers,Ayden,22
11002,Antwerpen,Anvers,Christian,22
11002,Antwerpen,Anvers,Gaston,22
11002,Antwerpen,Anvers,Kyano,22
11002,Antwerpen,Anvers,Linus,22
11002,Antwerpen,Anvers,Lorenzo,22
11002,Antwerpen,Anvers,Louay,22
11002,Antwerpen,Anvers,Maarten,22
11002,Antwerpen,Anvers,Mikail,22
11002,Antwerpen,Anvers,Rayane,22
11002,Antwerpen,Anvers,Robin,22
11002,Antwerpen,Anvers,Saad,22
11002,Antwerpen,Anvers,Tobias,22
11002,Antwerpen,Anvers,Ayaz,21
11002,Antwerpen,Anvers,Efe,21
11002,Antwerpen,Anvers,Georges,21
11002,Antwerpen,Anvers,Hussein,21
11002,Antwerpen,Anvers,Joppe,21
11002,Antwerpen,Anvers,Len,21
11002,Antwerpen,Anvers,Leo,21
11002,Antwerpen,Anvers,Nils,21
11002,Antwerpen,Anvers,Othman,21
11002,Antwerpen,Anvers,Safouane,21
11002,Antwerpen,Anvers,Yunus,21
11002,Antwerpen,Anvers,Ahmad,20
11002,Antwerpen,Anvers,Aleksander,20
11002,Antwerpen,Anvers,Aras,20
11002,Antwerpen,Anvers,Aymen,20
11002,Antwerpen,Anvers,Cedric,20
11002,Antwerpen,Anvers,Charles,20
11002,Antwerpen,Anvers,Elijah,20
11002,Antwerpen,Anvers,George,20
11002,Antwerpen,Anvers,Joel,20
11002,Antwerpen,Anvers,Kamil,20
11002,Antwerpen,Anvers,Keano,20
11002,Antwerpen,Anvers,Miraç,20
11002,Antwerpen,Anvers,Miro,20
11002,Antwerpen,Anvers,Mohamad,20
11002,Antwerpen,Anvers,Pieter,20
11002,Antwerpen,Anvers,Ramzi,20
11002,Antwerpen,Anvers,Soulayman,20
11002,Antwerpen,Anvers,Staf,20
11002,Antwerpen,Anvers,Talha,20
11002,Antwerpen,Anvers,Avraham,19
11002,Antwerpen,Anvers,Bram,19
11002,Antwerpen,Anvers,Briek,19
11002,Antwerpen,Anvers,Cédric,19
11002,Antwerpen,Anvers,Daniël,19
11002,Antwerpen,Anvers,Dario,19
11002,Antwerpen,Anvers,Eden,19
11002,Antwerpen,Anvers,Fons,19
11002,Antwerpen,Anvers,Hugo,19
11002,Antwerpen,Anvers,Idris,19
11002,Antwerpen,Anvers,Josse,19
11002,Antwerpen,Anvers,Jozef,19
11002,Antwerpen,Anvers,Martin,19
11002,Antwerpen,Anvers,Noam,19
11002,Antwerpen,Anvers,Phil,19
11002,Antwerpen,Anvers,Raphael,19
11002,Antwerpen,Anvers,Said,19
11002,Antwerpen,Anvers,Salim,19
11002,Antwerpen,Anvers,Sruli,19
11002,Antwerpen,Anvers,Szymon,19
11002,Antwerpen,Anvers,Thibeau,19
11002,Antwerpen,Anvers,Thor,19
11002,Antwerpen,Anvers,Wiktor,19
11002,Antwerpen,Anvers,Zayn,19
11002,Antwerpen,Anvers,Anton,18
11002,Antwerpen,Anvers,Danté,18
11002,Antwerpen,Anvers,Dennis,18
11002,Antwerpen,Anvers,Elmedin,18
11002,Antwerpen,Anvers,Emin,18
11002,Antwerpen,Anvers,Emre,18
11002,Antwerpen,Anvers,Gilles,18
11002,Antwerpen,Anvers,Imad,18
11002,Antwerpen,Anvers,Karam,18
11002,Antwerpen,Anvers,Leonardo,18
11002,Antwerpen,Anvers,Meir,18
11002,Antwerpen,Anvers,Nawfal,18
11002,Antwerpen,Anvers,Nolan,18
11002,Antwerpen,Anvers,Riyad,18
11002,Antwerpen,Anvers,Thibaut,18
11002,Antwerpen,Anvers,Yasir,18
11002,Antwerpen,Anvers,Adriaan,17
11002,Antwerpen,Anvers,Adrian,17
11002,Antwerpen,Anvers,Avi,17
11002,Antwerpen,Anvers,Burak,17
11002,Antwerpen,Anvers,Emirhan,17
11002,Antwerpen,Anvers,Erik,17
11002,Antwerpen,Anvers,Fabian,17
11002,Antwerpen,Anvers,Faris,17
11002,Antwerpen,Anvers,Houdaifa,17
11002,Antwerpen,Anvers,Ibrahima,17
11002,Antwerpen,Anvers,Idriss,17
11002,Antwerpen,Anvers,Iyad,17
11002,Antwerpen,Anvers,Jerome,17
11002,Antwerpen,Anvers,Khalid,17
11002,Antwerpen,Anvers,Louie,17
11002,Antwerpen,Anvers,Magnus,17
11002,Antwerpen,Anvers,Matthieu,17
11002,Antwerpen,Anvers,Naoufal,17
11002,Antwerpen,Anvers,Salaheddine,17
11002,Antwerpen,Anvers,Sammy,17
11002,Antwerpen,Anvers,Sepp,17
11002,Antwerpen,Anvers,Tom,17
11002,Antwerpen,Anvers,Yigit,17
11002,Antwerpen,Anvers,Ammar,16
11002,Antwerpen,Anvers,Baran,16
11002,Antwerpen,Anvers,Dylano,16
11002,Antwerpen,Anvers,Ezra,16
11002,Antwerpen,Anvers,Furkan,16
11002,Antwerpen,Anvers,Haytham,16
11002,Antwerpen,Anvers,Jasin,16
11002,Antwerpen,Anvers,Karim,16
11002,Antwerpen,Anvers,Kenan,16
11002,Antwerpen,Anvers,Khalil,16
11002,Antwerpen,Anvers,Kian,16
11002,Antwerpen,Anvers,Klaas,16
11002,Antwerpen,Anvers,Matin,16
11002,Antwerpen,Anvers,Matthis,16
11002,Antwerpen,Anvers,Melvin,16
11002,Antwerpen,Anvers,Michel,16
11002,Antwerpen,Anvers,Nathaniel,16
11002,Antwerpen,Anvers,Oussama,16
11002,Antwerpen,Anvers,Remi,16
11002,Antwerpen,Anvers,Roan,16
11002,Antwerpen,Anvers,Sean,16
11002,Antwerpen,Anvers,Sep,16
11002,Antwerpen,Anvers,Thijs,16
11002,Antwerpen,Anvers,Tiago,16
11002,Antwerpen,Anvers,Tijs,16
11002,Antwerpen,Anvers,Wael,16
11002,Antwerpen,Anvers,Yakov,16
11002,Antwerpen,Anvers,Yosef,16
11002,Antwerpen,Anvers,Abdel,15
11002,Antwerpen,Anvers,Abdoullah,15
11002,Antwerpen,Anvers,Antoni,15
11002,Antwerpen,Anvers,Ayaan,15
11002,Antwerpen,Anvers,Damian,15
11002,Antwerpen,Anvers,Dante,15
11002,Antwerpen,Anvers,Daoud,15
11002,Antwerpen,Anvers,Emran,15
11002,Antwerpen,Anvers,Enis,15
11002,Antwerpen,Anvers,Haytam,15
11002,Antwerpen,Anvers,Hendrik,15
11002,Antwerpen,Anvers,Hicham,15
11002,Antwerpen,Anvers,Igor,15
11002,Antwerpen,Anvers,Jerom,15
11002,Antwerpen,Anvers,Karel,15
11002,Antwerpen,Anvers,Luqman,15
11002,Antwerpen,Anvers,Manuel,15
11002,Antwerpen,Anvers,Miguel,15
11002,Antwerpen,Anvers,Naftali,15
11002,Antwerpen,Anvers,Nasim,15
11002,Antwerpen,Anvers,Osman,15
11002,Antwerpen,Anvers,Patryk,15
11002,Antwerpen,Anvers,Paul,15
11002,Antwerpen,Anvers,Rocco,15
11002,Antwerpen,Anvers,Safwane,15
11002,Antwerpen,Anvers,Seb,15
11002,Antwerpen,Anvers,Tarik,15
11002,Antwerpen,Anvers,Xavier,15
11002,Antwerpen,Anvers,Yaro,15
11002,Antwerpen,Anvers,Yehuda,15
11002,Antwerpen,Anvers,Yisroel,15
11002,Antwerpen,Anvers,Ziyad,15
11002,Antwerpen,Anvers,Abdoulaye,14
11002,Antwerpen,Anvers,Aryan,14
11002,Antwerpen,Anvers,Cesar,14
11002,Antwerpen,Anvers,Cisse,14
11002,Antwerpen,Anvers,Darius,14
11002,Antwerpen,Anvers,Henry,14
11002,Antwerpen,Anvers,Jax,14
11002,Antwerpen,Anvers,John,14
11002,Antwerpen,Anvers,Joël,14
11002,Antwerpen,Anvers,Justin,14
11002,Antwerpen,Anvers,Jérôme,14
11002,Antwerpen,Anvers,Lionel,14
11002,Antwerpen,Anvers,Marvin,14
11002,Antwerpen,Anvers,Matisse,14
11002,Antwerpen,Anvers,Matz,14
11002,Antwerpen,Anvers,Mike,14
11002,Antwerpen,Anvers,Nelson,14
11002,Antwerpen,Anvers,Nio,14
11002,Antwerpen,Anvers,Olaf,14
11002,Antwerpen,Anvers,Rachid,14
11002,Antwerpen,Anvers,Remy,14
11002,Antwerpen,Anvers,Sebastiaan,14
11002,Antwerpen,Anvers,Shloime,14
11002,Antwerpen,Anvers,Sinan,14
11002,Antwerpen,Anvers,Taysir,14
11002,Antwerpen,Anvers,Titus,14
11002,Antwerpen,Anvers,Yossi,14
11002,Antwerpen,Anvers,Aidan,13
11002,Antwerpen,Anvers,Alessandro,13
11002,Antwerpen,Anvers,Anir,13
11002,Antwerpen,Anvers,Bill,13
11002,Antwerpen,Anvers,Carlos,13
11002,Antwerpen,Anvers,Driss,13
11002,Antwerpen,Anvers,Efraim,13
11002,Antwerpen,Anvers,Jake,13
11002,Antwerpen,Anvers,Jakob,13
11002,Antwerpen,Anvers,Jayson,13
11002,Antwerpen,Anvers,Jean,13
11002,Antwerpen,Anvers,Jeffrey,13
11002,Antwerpen,Anvers,Junayd,13
11002,Antwerpen,Anvers,Laurens,13
11002,Antwerpen,Anvers,Lenny,13
11002,Antwerpen,Anvers,Liyam,13
11002,Antwerpen,Anvers,Mahmoud,13
11002,Antwerpen,Anvers,Melih,13
11002,Antwerpen,Anvers,Mendel,13
11002,Antwerpen,Anvers,Mendy,13
11002,Antwerpen,Anvers,Mouhamed,13
11002,Antwerpen,Anvers,Musab,13
11002,Antwerpen,Anvers,Omer,13
11002,Antwerpen,Anvers,Raf,13
11002,Antwerpen,Anvers,Raphaël,13
11002,Antwerpen,Anvers,Robert,13
11002,Antwerpen,Anvers,Salah,13
11002,Antwerpen,Anvers,Samy,13
11002,Antwerpen,Anvers,Shmuel,13
11002,Antwerpen,Anvers,Shulem,13
11002,Antwerpen,Anvers,Sky,13
11002,Antwerpen,Anvers,Sohaib,13
11002,Antwerpen,Anvers,Stijn,13
11002,Antwerpen,Anvers,Storm,13
11002,Antwerpen,Anvers,Sulayman,13
11002,Antwerpen,Anvers,Thibault,13
11002,Antwerpen,Anvers,Tim,13
11002,Antwerpen,Anvers,Toon,13
11002,Antwerpen,Anvers,Umut,13
11002,Antwerpen,Anvers,Adnane,12
11002,Antwerpen,Anvers,Basil,12
11002,Antwerpen,Anvers,Batuhan,12
11002,Antwerpen,Anvers,Benyamine,12
11002,Antwerpen,Anvers,Brian,12
11002,Antwerpen,Anvers,El,12
11002,Antwerpen,Anvers,Enzo,12
11002,Antwerpen,Anvers,Fares,12
11002,Antwerpen,Anvers,Francis,12
11002,Antwerpen,Anvers,Han,12
11002,Antwerpen,Anvers,Hershy,12
11002,Antwerpen,Anvers,Houdayfa,12
11002,Antwerpen,Anvers,Jamie,12
11002,Antwerpen,Anvers,Joachim,12
11002,Antwerpen,Anvers,Johannes,12
11002,Antwerpen,Anvers,Joren,12
11002,Antwerpen,Anvers,Junaid,12
11002,Antwerpen,Anvers,Leander,12
11002,Antwerpen,Anvers,Mahdi,12
11002,Antwerpen,Anvers,Mason,12
11002,Antwerpen,Anvers,Mayer,12
11002,Antwerpen,Anvers,Mirac,12
11002,Antwerpen,Anvers,Motti,12
11002,Antwerpen,Anvers,Motty,12
11002,Antwerpen,Anvers,Mounir,12
11002,Antwerpen,Anvers,Muhammet,12
11002,Antwerpen,Anvers,Murat,12
11002,Antwerpen,Anvers,Nasser,12
11002,Antwerpen,Anvers,Nick,12
11002,Antwerpen,Anvers,Nico,12
11002,Antwerpen,Anvers,Pepijn,12
11002,Antwerpen,Anvers,Saifeddine,12
11002,Antwerpen,Anvers,Scott,12
11002,Antwerpen,Anvers,Sofian,12
11002,Antwerpen,Anvers,Souhaib,12
11002,Antwerpen,Anvers,Sébastien,12
11002,Antwerpen,Anvers,Tsvi,12
11002,Antwerpen,Anvers,Vik,12
11002,Antwerpen,Anvers,Yannis,12
11002,Antwerpen,Anvers,Zev,12
11002,Antwerpen,Anvers,Abu,11
11002,Antwerpen,Anvers,Adem,11
11002,Antwerpen,Anvers,Alexis,11
11002,Antwerpen,Anvers,Angelo,11
11002,Antwerpen,Anvers,Armin,11
11002,Antwerpen,Anvers,Berkay,11
11002,Antwerpen,Anvers,Brahim,11
11002,Antwerpen,Anvers,Chris,11
11002,Antwerpen,Anvers,César,11
11002,Antwerpen,Anvers,Delano,11
11002,Antwerpen,Anvers,Dien,11
11002,Antwerpen,Anvers,Dominik,11
11002,Antwerpen,Anvers,Elyas,11
11002,Antwerpen,Anvers,Fatih,11
11002,Antwerpen,Anvers,Fil,11
11002,Antwerpen,Anvers,Haitham,11
11002,Antwerpen,Anvers,Halil,11
11002,Antwerpen,Anvers,Hüseyin,11
11002,Antwerpen,Anvers,Ilan,11
11002,Antwerpen,Anvers,Illias,11
11002,Antwerpen,Anvers,Jaden,11
11002,Antwerpen,Anvers,Jay,11
11002,Antwerpen,Anvers,Joe,11
11002,Antwerpen,Anvers,Jonah,11
11002,Antwerpen,Anvers,Julius,11
11002,Antwerpen,Anvers,Karol,11
11002,Antwerpen,Anvers,Kayra,11
11002,Antwerpen,Anvers,Kiano,11
11002,Antwerpen,Anvers,Kuzey,11
11002,Antwerpen,Anvers,Lyam,11
11002,Antwerpen,Anvers,Mateusz,11
11002,Antwerpen,Anvers,Michaël,11
11002,Antwerpen,Anvers,Miran,11
11002,Antwerpen,Anvers,Muhamed,11
11002,Antwerpen,Anvers,Mustapha,11
11002,Antwerpen,Anvers,Nikolas,11
11002,Antwerpen,Anvers,Nyo,11
11002,Antwerpen,Anvers,Onur,11
11002,Antwerpen,Anvers,Oualid,11
11002,Antwerpen,Anvers,Qasim,11
11002,Antwerpen,Anvers,Rafaël,11
11002,Antwerpen,Anvers,Rayhan,11
